>>> Initializing clothing shape model...
>>> Star initialized.
>>> Get parameters list...
>>> Length of pose: 231
>>> Length of shape: 1
>>> Length of data: 231
self.base_body_list is 
['../../Data/base_body/pose_0153/subject_0000_params.json', '../../Data/base_body/pose_0079/subject_0000_params.json', '../../Data/base_body/pose_0133/subject_0000_params.json', '../../Data/base_body/pose_0206/subject_0000_params.json', '../../Data/base_body/pose_0023/subject_0000_params.json', '../../Data/base_body/pose_0144/subject_0000_params.json', '../../Data/base_body/pose_0202/subject_0000_params.json', '../../Data/base_body/pose_0191/subject_0000_params.json', '../../Data/base_body/pose_0222/subject_0000_params.json', '../../Data/base_body/pose_0041/subject_0000_params.json', '../../Data/base_body/pose_0109/subject_0000_params.json', '../../Data/base_body/pose_0168/subject_0000_params.json', '../../Data/base_body/pose_0224/subject_0000_params.json', '../../Data/base_body/pose_0215/subject_0000_params.json', '../../Data/base_body/pose_0143/subject_0000_params.json', '../../Data/base_body/pose_0227/subject_0000_params.json', '../../Data/base_body/pose_0062/subject_0000_params.json', '../../Data/base_body/pose_0016/subject_0000_params.json', '../../Data/base_body/pose_0054/subject_0000_params.json', '../../Data/base_body/pose_0204/subject_0000_params.json', '../../Data/base_body/pose_0162/subject_0000_params.json', '../../Data/base_body/pose_0130/subject_0000_params.json', '../../Data/base_body/pose_0134/subject_0000_params.json', '../../Data/base_body/pose_0066/subject_0000_params.json', '../../Data/base_body/pose_0212/subject_0000_params.json', '../../Data/base_body/pose_0157/subject_0000_params.json', '../../Data/base_body/pose_0028/subject_0000_params.json', '../../Data/base_body/pose_0189/subject_0000_params.json', '../../Data/base_body/pose_0029/subject_0000_params.json', '../../Data/base_body/pose_0000/subject_0000_params.json', '../../Data/base_body/pose_0158/subject_0000_params.json', '../../Data/base_body/pose_0177/subject_0000_params.json', '../../Data/base_body/pose_0164/subject_0000_params.json', '../../Data/base_body/pose_0119/subject_0000_params.json', '../../Data/base_body/pose_0190/subject_0000_params.json', '../../Data/base_body/pose_0076/subject_0000_params.json', '../../Data/base_body/pose_0086/subject_0000_params.json', '../../Data/base_body/pose_0207/subject_0000_params.json', '../../Data/base_body/pose_0040/subject_0000_params.json', '../../Data/base_body/pose_0084/subject_0000_params.json', '../../Data/base_body/pose_0220/subject_0000_params.json', '../../Data/base_body/pose_0159/subject_0000_params.json', '../../Data/base_body/pose_0179/subject_0000_params.json', '../../Data/base_body/pose_0030/subject_0000_params.json', '../../Data/base_body/pose_0007/subject_0000_params.json', '../../Data/base_body/pose_0200/subject_0000_params.json', '../../Data/base_body/pose_0141/subject_0000_params.json', '../../Data/base_body/pose_0138/subject_0000_params.json', '../../Data/base_body/pose_0203/subject_0000_params.json', '../../Data/base_body/pose_0176/subject_0000_params.json', '../../Data/base_body/pose_0165/subject_0000_params.json', '../../Data/base_body/pose_0052/subject_0000_params.json', '../../Data/base_body/pose_0090/subject_0000_params.json', '../../Data/base_body/pose_0001/subject_0000_params.json', '../../Data/base_body/pose_0063/subject_0000_params.json', '../../Data/base_body/pose_0122/subject_0000_params.json', '../../Data/base_body/pose_0194/subject_0000_params.json', '../../Data/base_body/pose_0132/subject_0000_params.json', '../../Data/base_body/pose_0099/subject_0000_params.json', '../../Data/base_body/pose_0147/subject_0000_params.json', '../../Data/base_body/pose_0142/subject_0000_params.json', '../../Data/base_body/pose_0014/subject_0000_params.json', '../../Data/base_body/pose_0137/subject_0000_params.json', '../../Data/base_body/pose_0107/subject_0000_params.json', '../../Data/base_body/pose_0201/subject_0000_params.json', '../../Data/base_body/pose_0195/subject_0000_params.json', '../../Data/base_body/pose_0015/subject_0000_params.json', '../../Data/base_body/pose_0002/subject_0000_params.json', '../../Data/base_body/pose_0020/subject_0000_params.json', '../../Data/base_body/pose_0003/subject_0000_params.json', '../../Data/base_body/pose_0211/subject_0000_params.json', '../../Data/base_body/pose_0102/subject_0000_params.json', '../../Data/base_body/pose_0231/subject_0000_params.json', '../../Data/base_body/pose_0019/subject_0000_params.json', '../../Data/base_body/pose_0217/subject_0000_params.json', '../../Data/base_body/pose_0175/subject_0000_params.json', '../../Data/base_body/pose_0181/subject_0000_params.json', '../../Data/base_body/pose_0043/subject_0000_params.json', '../../Data/base_body/pose_0106/subject_0000_params.json', '../../Data/base_body/pose_0139/subject_0000_params.json', '../../Data/base_body/pose_0101/subject_0000_params.json', '../../Data/base_body/pose_0128/subject_0000_params.json', '../../Data/base_body/pose_0053/subject_0000_params.json', '../../Data/base_body/pose_0115/subject_0000_params.json', '../../Data/base_body/pose_0193/subject_0000_params.json', '../../Data/base_body/pose_0111/subject_0000_params.json', '../../Data/base_body/pose_0123/subject_0000_params.json', '../../Data/base_body/pose_0117/subject_0000_params.json', '../../Data/base_body/pose_0089/subject_0000_params.json', '../../Data/base_body/pose_0182/subject_0000_params.json', '../../Data/base_body/pose_0108/subject_0000_params.json', '../../Data/base_body/pose_0073/subject_0000_params.json', '../../Data/base_body/pose_0056/subject_0000_params.json', '../../Data/base_body/pose_0226/subject_0000_params.json', '../../Data/base_body/pose_0037/subject_0000_params.json', '../../Data/base_body/pose_0218/subject_0000_params.json', '../../Data/base_body/pose_0088/subject_0000_params.json', '../../Data/base_body/pose_0009/subject_0000_params.json', '../../Data/base_body/pose_0196/subject_0000_params.json', '../../Data/base_body/pose_0083/subject_0000_params.json', '../../Data/base_body/pose_0100/subject_0000_params.json', '../../Data/base_body/pose_0039/subject_0000_params.json', '../../Data/base_body/pose_0032/subject_0000_params.json', '../../Data/base_body/pose_0024/subject_0000_params.json', '../../Data/base_body/pose_0209/subject_0000_params.json', '../../Data/base_body/pose_0171/subject_0000_params.json', '../../Data/base_body/pose_0044/subject_0000_params.json', '../../Data/base_body/pose_0184/subject_0000_params.json', '../../Data/base_body/pose_0098/subject_0000_params.json', '../../Data/base_body/pose_0091/subject_0000_params.json', '../../Data/base_body/pose_0049/subject_0000_params.json', '../../Data/base_body/pose_0047/subject_0000_params.json', '../../Data/base_body/pose_0048/subject_0000_params.json', '../../Data/base_body/pose_0036/subject_0000_params.json', '../../Data/base_body/pose_0081/subject_0000_params.json', '../../Data/base_body/pose_0183/subject_0000_params.json', '../../Data/base_body/pose_0146/subject_0000_params.json', '../../Data/base_body/pose_0077/subject_0000_params.json', '../../Data/base_body/pose_0124/subject_0000_params.json', '../../Data/base_body/pose_0150/subject_0000_params.json', '../../Data/base_body/pose_0125/subject_0000_params.json', '../../Data/base_body/pose_0092/subject_0000_params.json', '../../Data/base_body/pose_0093/subject_0000_params.json', '../../Data/base_body/pose_0121/subject_0000_params.json', '../../Data/base_body/pose_0033/subject_0000_params.json', '../../Data/base_body/pose_0027/subject_0000_params.json', '../../Data/base_body/pose_0149/subject_0000_params.json', '../../Data/base_body/pose_0061/subject_0000_params.json', '../../Data/base_body/pose_0205/subject_0000_params.json', '../../Data/base_body/pose_0155/subject_0000_params.json', '../../Data/base_body/pose_0095/subject_0000_params.json', '../../Data/base_body/pose_0116/subject_0000_params.json', '../../Data/base_body/pose_0004/subject_0000_params.json', '../../Data/base_body/pose_0145/subject_0000_params.json', '../../Data/base_body/pose_0192/subject_0000_params.json', '../../Data/base_body/pose_0174/subject_0000_params.json', '../../Data/base_body/pose_0064/subject_0000_params.json', '../../Data/base_body/pose_0018/subject_0000_params.json', '../../Data/base_body/pose_0186/subject_0000_params.json', '../../Data/base_body/pose_0229/subject_0000_params.json', '../../Data/base_body/pose_0110/subject_0000_params.json', '../../Data/base_body/pose_0120/subject_0000_params.json', '../../Data/base_body/pose_0017/subject_0000_params.json', '../../Data/base_body/pose_0148/subject_0000_params.json', '../../Data/base_body/pose_0008/subject_0000_params.json', '../../Data/base_body/pose_0225/subject_0000_params.json', '../../Data/base_body/pose_0057/subject_0000_params.json', '../../Data/base_body/pose_0058/subject_0000_params.json', '../../Data/base_body/pose_0067/subject_0000_params.json', '../../Data/base_body/pose_0131/subject_0000_params.json', '../../Data/base_body/pose_0012/subject_0000_params.json', '../../Data/base_body/pose_0161/subject_0000_params.json', '../../Data/base_body/pose_0087/subject_0000_params.json', '../../Data/base_body/pose_0129/subject_0000_params.json', '../../Data/base_body/pose_0223/subject_0000_params.json', '../../Data/base_body/pose_0210/subject_0000_params.json', '../../Data/base_body/pose_0096/subject_0000_params.json', '../../Data/base_body/pose_0060/subject_0000_params.json', '../../Data/base_body/pose_0082/subject_0000_params.json', '../../Data/base_body/pose_0104/subject_0000_params.json', '../../Data/base_body/pose_0185/subject_0000_params.json', '../../Data/base_body/pose_0180/subject_0000_params.json', '../../Data/base_body/pose_0127/subject_0000_params.json', '../../Data/base_body/pose_0188/subject_0000_params.json', '../../Data/base_body/pose_0050/subject_0000_params.json', '../../Data/base_body/pose_0046/subject_0000_params.json', '../../Data/base_body/pose_0187/subject_0000_params.json', '../../Data/base_body/pose_0065/subject_0000_params.json', '../../Data/base_body/pose_0197/subject_0000_params.json', '../../Data/base_body/pose_0071/subject_0000_params.json', '../../Data/base_body/pose_0011/subject_0000_params.json', '../../Data/base_body/pose_0069/subject_0000_params.json', '../../Data/base_body/pose_0072/subject_0000_params.json', '../../Data/base_body/pose_0213/subject_0000_params.json', '../../Data/base_body/pose_0094/subject_0000_params.json', '../../Data/base_body/pose_0156/subject_0000_params.json', '../../Data/base_body/pose_0230/subject_0000_params.json', '../../Data/base_body/pose_0034/subject_0000_params.json', '../../Data/base_body/pose_0022/subject_0000_params.json', '../../Data/base_body/pose_0103/subject_0000_params.json', '../../Data/base_body/pose_0005/subject_0000_params.json', '../../Data/base_body/pose_0167/subject_0000_params.json', '../../Data/base_body/pose_0232/subject_0000_params.json', '../../Data/base_body/pose_0170/subject_0000_params.json', '../../Data/base_body/pose_0068/subject_0000_params.json', '../../Data/base_body/pose_0214/subject_0000_params.json', '../../Data/base_body/pose_0055/subject_0000_params.json', '../../Data/base_body/pose_0075/subject_0000_params.json', '../../Data/base_body/pose_0140/subject_0000_params.json', '../../Data/base_body/pose_0045/subject_0000_params.json', '../../Data/base_body/pose_0221/subject_0000_params.json', '../../Data/base_body/pose_0013/subject_0000_params.json', '../../Data/base_body/pose_0154/subject_0000_params.json', '../../Data/base_body/pose_0114/subject_0000_params.json', '../../Data/base_body/pose_0070/subject_0000_params.json', '../../Data/base_body/pose_0198/subject_0000_params.json', '../../Data/base_body/pose_0216/subject_0000_params.json', '../../Data/base_body/pose_0097/subject_0000_params.json', '../../Data/base_body/pose_0126/subject_0000_params.json', '../../Data/base_body/pose_0152/subject_0000_params.json', '../../Data/base_body/pose_0112/subject_0000_params.json', '../../Data/base_body/pose_0078/subject_0000_params.json', '../../Data/base_body/pose_0025/subject_0000_params.json', '../../Data/base_body/pose_0151/subject_0000_params.json', '../../Data/base_body/pose_0026/subject_0000_params.json', '../../Data/base_body/pose_0080/subject_0000_params.json', '../../Data/base_body/pose_0105/subject_0000_params.json', '../../Data/base_body/pose_0035/subject_0000_params.json', '../../Data/base_body/pose_0118/subject_0000_params.json', '../../Data/base_body/pose_0136/subject_0000_params.json', '../../Data/base_body/pose_0208/subject_0000_params.json', '../../Data/base_body/pose_0085/subject_0000_params.json', '../../Data/base_body/pose_0006/subject_0000_params.json', '../../Data/base_body/pose_0173/subject_0000_params.json', '../../Data/base_body/pose_0166/subject_0000_params.json', '../../Data/base_body/pose_0113/subject_0000_params.json', '../../Data/base_body/pose_0163/subject_0000_params.json', '../../Data/base_body/pose_0059/subject_0000_params.json', '../../Data/base_body/pose_0051/subject_0000_params.json', '../../Data/base_body/pose_0135/subject_0000_params.json', '../../Data/base_body/pose_0228/subject_0000_params.json', '../../Data/base_body/pose_0038/subject_0000_params.json', '../../Data/base_body/pose_0199/subject_0000_params.json', '../../Data/base_body/pose_0169/subject_0000_params.json', '../../Data/base_body/pose_0160/subject_0000_params.json', '../../Data/base_body/pose_0021/subject_0000_params.json', '../../Data/base_body/pose_0178/subject_0000_params.json', '../../Data/base_body/pose_0042/subject_0000_params.json', '../../Data/base_body/pose_0074/subject_0000_params.json', '../../Data/base_body/pose_0172/subject_0000_params.json', '../../Data/base_body/pose_0031/subject_0000_params.json']
../../Data/base_body/pose_0153/subject_0000/clothWhite2/subject_0000_clothWhite2-scale10.obj

>>> 100/231 loading...
training... 176300/300000: loss: 25.885
training... 176400/300000: loss: 26.601
training... 176500/300000: loss: 25.112
training... 176600/300000: loss: 22.709
training... 176700/300000: loss: 27.647
training... 176800/300000: loss: 26.359
training... 176900/300000: loss: 23.817
training... 177000/300000: loss: 25.865
training... 177100/300000: loss: 26.728
training... 177200/300000: loss: 28.038
training... 177300/300000: loss: 23.961
training... 177400/300000: loss: 23.828
training... 177500/300000: loss: 23.932
training... 177600/300000: loss: 26.823
training... 177700/300000: loss: 24.397
training... 177800/300000: loss: 29.834
training... 177900/300000: loss: 27.329
training... 178000/300000: loss: 27.521
training... 178100/300000: loss: 28.205
training... 178200/300000: loss: 24.629
training... 178300/300000: loss: 27.434
training... 178400/300000: loss: 25.207
training... 178500/300000: loss: 24.173
training... 178600/300000: loss: 28.364
training... 178700/300000: loss: 25.991
training... 178800/300000: loss: 25.296
training... 178900/300000: loss: 27.173
training... 179000/300000: loss: 23.305
training... 179100/300000: loss: 27.272
training... 179200/300000: loss: 25.833
training... 179300/300000: loss: 28.984
training... 179400/300000: loss: 25.229
training... 179500/300000: loss: 29.133
training... 179600/300000: loss: 26.957
training... 179700/300000: loss: 25.591
training... 179800/300000: loss: 25.302
training... 179900/300000: loss: 27.299
training... 180000/300000: loss: 26.171
training... 180100/300000: loss: 25.753
training... 180200/300000: loss: 24.287
training... 180300/300000: loss: 25.982
training... 180400/300000: loss: 23.508
training... 180500/300000: loss: 26.713
training... 180600/300000: loss: 23.931
training... 180700/300000: loss: 28.592
training... 180800/300000: loss: 27.551
training... 180900/300000: loss: 29.125
training... 181000/300000: loss: 24.470
training... 181100/300000: loss: 25.318
training... 181200/300000: loss: 26.465
training... 181300/300000: loss: 29.368
training... 181400/300000: loss: 27.726
training... 181500/300000: loss: 27.250
training... 181600/300000: loss: 23.993
training... 181700/300000: loss: 25.197
training... 181800/300000: loss: 25.109
training... 181900/300000: loss: 26.677
training... 182000/300000: loss: 25.108
training... 182100/300000: loss: 29.184
training... 182200/300000: loss: 28.277
training... 182300/300000: loss: 28.859
training... 182400/300000: loss: 28.657
training... 182500/300000: loss: 26.155
training... 182600/300000: loss: 23.067
training... 182700/300000: loss: 24.519
training... 182800/300000: loss: 24.323
training... 182900/300000: loss: 25.436
training... 183000/300000: loss: 27.104
training... 183100/300000: loss: 23.369
training... 183200/300000: loss: 25.064
training... 183300/300000: loss: 26.377
training... 183400/300000: loss: 27.688
training... 183500/300000: loss: 27.443
training... 183600/300000: loss: 28.796
training... 183700/300000: loss: 25.817
training... 183800/300000: loss: 21.797
training... 183900/300000: loss: 26.091
training... 184000/300000: loss: 26.380
training... 184100/300000: loss: 24.991
training... 184200/300000: loss: 25.954
training... 184300/300000: loss: 24.610
training... 184400/300000: loss: 26.539
training... 184500/300000: loss: 27.734
training... 184600/300000: loss: 26.939
training... 184700/300000: loss: 28.905
training... 184800/300000: loss: 25.488
training... 184900/300000: loss: 24.947
training... 185000/300000: loss: 26.625
training... 185100/300000: loss: 24.729
training... 185200/300000: loss: 22.906
training... 185300/300000: loss: 24.617
training... 185400/300000: loss: 23.931
training... 185500/300000: loss: 25.772
training... 185600/300000: loss: 27.444
training... 185700/300000: loss: 26.010
training... 185800/300000: loss: 24.260
training... 185900/300000: loss: 26.283
training... 186000/300000: loss: 26.716
training... 186100/300000: loss: 25.604
training... 186200/300000: loss: 23.714
training... 186300/300000: loss: 27.342
training... 186400/300000: loss: 26.864
training... 186500/300000: loss: 25.361
training... 186600/300000: loss: 25.328
training... 186700/300000: loss: 27.682
training... 186800/300000: loss: 24.793
training... 186900/300000: loss: 25.669
training... 187000/300000: loss: 24.424
training... 187100/300000: loss: 27.723
training... 187200/300000: loss: 25.634
training... 187300/300000: loss: 23.246
training... 187400/300000: loss: 28.634
training... 187500/300000: loss: 25.081
training... 187600/300000: loss: 26.183
training... 187700/300000: loss: 25.357
training... 187800/300000: loss: 25.558
training... 187900/300000: loss: 25.427
training... 188000/300000: loss: 25.836
training... 188100/300000: loss: 30.649
training... 188200/300000: loss: 25.286
training... 188300/300000: loss: 24.048
training... 188400/300000: loss: 30.629
training... 188500/300000: loss: 25.954
training... 188600/300000: loss: 26.586
training... 188700/300000: loss: 26.561
training... 188800/300000: loss: 23.660
training... 188900/300000: loss: 25.170
training... 189000/300000: loss: 25.339
training... 189100/300000: loss: 27.032
training... 189200/300000: loss: 25.004
training... 189300/300000: loss: 30.671
training... 189400/300000: loss: 26.434
training... 189500/300000: loss: 25.018
training... 189600/300000: loss: 27.543
training... 189700/300000: loss: 28.734
training... 189800/300000: loss: 25.856
training... 189900/300000: loss: 24.679
training... 190000/300000: loss: 23.506
training... 190100/300000: loss: 25.154
training... 190200/300000: loss: 28.167
training... 190300/300000: loss: 24.467
training... 190400/300000: loss: 23.724
training... 190500/300000: loss: 29.244
training... 190600/300000: loss: 24.818
training... 190700/300000: loss: 23.898
training... 190800/300000: loss: 23.396
training... 190900/300000: loss: 24.811
training... 191000/300000: loss: 25.379
training... 191100/300000: loss: 24.912
training... 191200/300000: loss: 26.840
training... 191300/300000: loss: 28.018
training... 191400/300000: loss: 26.151
training... 191500/300000: loss: 24.872
training... 191600/300000: loss: 25.974
training... 191700/300000: loss: 30.304
training... 191800/300000: loss: 29.008
training... 191900/300000: loss: 27.227
training... 192000/300000: loss: 29.763
training... 192100/300000: loss: 21.450
training... 192200/300000: loss: 23.593
training... 192300/300000: loss: 28.313
training... 192400/300000: loss: 25.221
training... 192500/300000: loss: 27.188
training... 192600/300000: loss: 25.651
training... 192700/300000: loss: 28.179
training... 192800/300000: loss: 25.124
training... 192900/300000: loss: 21.858
training... 193000/300000: loss: 27.720
training... 193100/300000: loss: 25.524
training... 193200/300000: loss: 23.583
training... 193300/300000: loss: 25.674
training... 193400/300000: loss: 23.559
training... 193500/300000: loss: 27.060
training... 193600/300000: loss: 25.226
training... 193700/300000: loss: 25.574
training... 193800/300000: loss: 24.988
training... 193900/300000: loss: 25.609
training... 194000/300000: loss: 26.318
training... 194100/300000: loss: 27.174
training... 194200/300000: loss: 24.107
training... 194300/300000: loss: 22.395
training... 194400/300000: loss: 28.755
training... 194500/300000: loss: 25.705
training... 194600/300000: loss: 24.801
training... 194700/300000: loss: 27.445
training... 194800/300000: loss: 24.682
training... 194900/300000: loss: 26.066
training... 195000/300000: loss: 23.648
training... 195100/300000: loss: 22.615
training... 195200/300000: loss: 27.720
training... 195300/300000: loss: 26.753
training... 195400/300000: loss: 22.995
training... 195500/300000: loss: 24.124
training... 195600/300000: loss: 20.146
training... 195700/300000: loss: 26.216
training... 195800/300000: loss: 27.405
training... 195900/300000: loss: 26.507
training... 196000/300000: loss: 24.252
training... 196100/300000: loss: 26.880
training... 196200/300000: loss: 25.923
training... 196300/300000: loss: 25.759
training... 196400/300000: loss: 25.442
training... 196500/300000: loss: 25.348
training... 196600/300000: loss: 23.756
training... 196700/300000: loss: 23.340
training... 196800/300000: loss: 26.993
training... 196900/300000: loss: 24.482
training... 197000/300000: loss: 22.800
training... 197100/300000: loss: 26.061
training... 197200/300000: loss: 26.713
training... 197300/300000: loss: 28.517
training... 197400/300000: loss: 25.531
training... 197500/300000: loss: 24.783
training... 197600/300000: loss: 24.813
training... 197700/300000: loss: 23.525
training... 197800/300000: loss: 21.165
training... 197900/300000: loss: 25.851
training... 198000/300000: loss: 24.879
training... 198100/300000: loss: 23.588
training... 198200/300000: loss: 25.989
training... 198300/300000: loss: 29.218
training... 198400/300000: loss: 23.256
training... 198500/300000: loss: 25.912
training... 198600/300000: loss: 28.418
training... 198700/300000: loss: 23.477
training... 198800/300000: loss: 27.638
training... 198900/300000: loss: 25.803
training... 199000/300000: loss: 24.075
training... 199100/300000: loss: 24.165
training... 199200/300000: loss: 25.669
training... 199300/300000: loss: 29.538
training... 199400/300000: loss: 28.627
training... 199500/300000: loss: 26.462
training... 199600/300000: loss: 23.945
training... 199700/300000: loss: 23.885
training... 199800/300000: loss: 24.249
training... 199900/300000: loss: 28.643
training... 200000/300000: loss: 23.743
training... 200100/300000: loss: 24.564
training... 200200/300000: loss: 23.790
training... 200300/300000: loss: 20.975
training... 200400/300000: loss: 28.566
training... 200500/300000: loss: 26.116
training... 200600/300000: loss: 26.187
training... 200700/300000: loss: 23.850
training... 200800/300000: loss: 25.619
training... 200900/300000: loss: 25.529
training... 201000/300000: loss: 25.342
training... 201100/300000: loss: 24.695
training... 201200/300000: loss: 26.633
training... 201300/300000: loss: 24.193
training... 201400/300000: loss: 24.391
training... 201500/300000: loss: 22.379
training... 201600/300000: loss: 26.512
training... 201700/300000: loss: 25.349
training... 201800/300000: loss: 22.864
training... 201900/300000: loss: 26.331
training... 202000/300000: loss: 23.109
training... 202100/300000: loss: 23.725
training... 202200/300000: loss: 23.766
training... 202300/300000: loss: 24.290
training... 202400/300000: loss: 26.822
training... 202500/300000: loss: 26.697
training... 202600/300000: loss: 26.272
training... 202700/300000: loss: 24.121
training... 202800/300000: loss: 23.338
training... 202900/300000: loss: 21.620
training... 203000/300000: loss: 25.055
training... 203100/300000: loss: 24.455
training... 203200/300000: loss: 26.098
training... 203300/300000: loss: 27.583
training... 203400/300000: loss: 25.317
training... 203500/300000: loss: 28.095
training... 203600/300000: loss: 26.544
training... 203700/300000: loss: 26.355
training... 203800/300000: loss: 23.159
training... 203900/300000: loss: 27.898
training... 204000/300000: loss: 27.226
training... 204100/300000: loss: 23.622
training... 204200/300000: loss: 21.419
training... 204300/300000: loss: 23.270
training... 204400/300000: loss: 25.027
training... 204500/300000: loss: 25.610
training... 204600/300000: loss: 24.864
training... 204700/300000: loss: 27.088
training... 204800/300000: loss: 26.796
training... 204900/300000: loss: 26.478
training... 205000/300000: loss: 24.619
training... 205100/300000: loss: 26.369
training... 205200/300000: loss: 24.323
training... 205300/300000: loss: 24.262
training... 205400/300000: loss: 23.266
training... 205500/300000: loss: 25.256
training... 205600/300000: loss: 26.597
training... 205700/300000: loss: 23.811
training... 205800/300000: loss: 27.641
training... 205900/300000: loss: 27.721
training... 206000/300000: loss: 25.322
training... 206100/300000: loss: 27.073
training... 206200/300000: loss: 24.225
training... 206300/300000: loss: 25.219
training... 206400/300000: loss: 24.220
training... 206500/300000: loss: 29.187
training... 206600/300000: loss: 28.020
training... 206700/300000: loss: 27.054
training... 206800/300000: loss: 29.663
training... 206900/300000: loss: 24.101
training... 207000/300000: loss: 24.608
training... 207100/300000: loss: 24.958
training... 207200/300000: loss: 21.456
training... 207300/300000: loss: 22.831
training... 207400/300000: loss: 25.695
training... 207500/300000: loss: 22.961
training... 207600/300000: loss: 24.389
training... 207700/300000: loss: 26.956
training... 207800/300000: loss: 25.049
training... 207900/300000: loss: 19.423
training... 208000/300000: loss: 25.405
training... 208100/300000: loss: 26.017
training... 208200/300000: loss: 26.919
training... 208300/300000: loss: 26.198
training... 208400/300000: loss: 26.221
training... 208500/300000: loss: 22.926
training... 208600/300000: loss: 26.261
training... 208700/300000: loss: 25.812
training... 208800/300000: loss: 22.983
training... 208900/300000: loss: 26.076
training... 209000/300000: loss: 25.969
training... 209100/300000: loss: 25.568
training... 209200/300000: loss: 24.998
training... 209300/300000: loss: 23.516
training... 209400/300000: loss: 24.888
training... 209500/300000: loss: 24.922
training... 209600/300000: loss: 23.717
training... 209700/300000: loss: 22.486
training... 209800/300000: loss: 29.387
training... 209900/300000: loss: 26.041
training... 210000/300000: loss: 23.913
training... 210100/300000: loss: 23.493
training... 210200/300000: loss: 23.352
training... 210300/300000: loss: 26.415
training... 210400/300000: loss: 25.879
training... 210500/300000: loss: 25.669
training... 210600/300000: loss: 25.010
training... 210700/300000: loss: 25.462
training... 210800/300000: loss: 26.718
training... 210900/300000: loss: 23.618
training... 211000/300000: loss: 20.801
training... 211100/300000: loss: 24.046
training... 211200/300000: loss: 24.492
training... 211300/300000: loss: 26.483
training... 211400/300000: loss: 26.841
training... 211500/300000: loss: 23.951
training... 211600/300000: loss: 25.223
training... 211700/300000: loss: 24.896
training... 211800/300000: loss: 24.898
training... 211900/300000: loss: 25.953
training... 212000/300000: loss: 22.816
training... 212100/300000: loss: 21.231
training... 212200/300000: loss: 23.309
training... 212300/300000: loss: 24.719
training... 212400/300000: loss: 23.418
training... 212500/300000: loss: 24.665
training... 212600/300000: loss: 27.009
training... 212700/300000: loss: 24.967
training... 212800/300000: loss: 20.308
training... 212900/300000: loss: 26.335
training... 213000/300000: loss: 23.164
training... 213100/300000: loss: 25.068
training... 213200/300000: loss: 26.343
training... 213300/300000: loss: 21.887
training... 213400/300000: loss: 21.790
training... 213500/300000: loss: 24.953
training... 213600/300000: loss: 24.383
training... 213700/300000: loss: 23.766
training... 213800/300000: loss: 22.315
training... 213900/300000: loss: 25.516
training... 214000/300000: loss: 22.743
training... 214100/300000: loss: 28.456
training... 214200/300000: loss: 25.546
training... 214300/300000: loss: 23.113
training... 214400/300000: loss: 23.047
training... 214500/300000: loss: 23.945
training... 214600/300000: loss: 23.008
training... 214700/300000: loss: 22.105
training... 214800/300000: loss: 24.610
training... 214900/300000: loss: 23.061
training... 215000/300000: loss: 24.173
training... 215100/300000: loss: 24.291
training... 215200/300000: loss: 23.827
training... 215300/300000: loss: 23.249
training... 215400/300000: loss: 24.065
training... 215500/300000: loss: 25.938
training... 215600/300000: loss: 25.340
training... 215700/300000: loss: 26.815
training... 215800/300000: loss: 24.208
training... 215900/300000: loss: 23.986
training... 216000/300000: loss: 23.168
training... 216100/300000: loss: 29.293
training... 216200/300000: loss: 20.182
training... 216300/300000: loss: 24.390
training... 216400/300000: loss: 23.556
training... 216500/300000: loss: 25.481
training... 216600/300000: loss: 23.048
training... 216700/300000: loss: 24.581
training... 216800/300000: loss: 24.641
training... 216900/300000: loss: 24.004
training... 217000/300000: loss: 23.750
training... 217100/300000: loss: 25.788
training... 217200/300000: loss: 26.224
training... 217300/300000: loss: 24.795
training... 217400/300000: loss: 26.391
training... 217500/300000: loss: 21.903
training... 217600/300000: loss: 23.722
training... 217700/300000: loss: 22.604
training... 217800/300000: loss: 23.686
training... 217900/300000: loss: 23.189
training... 218000/300000: loss: 22.788
training... 218100/300000: loss: 23.916
training... 218200/300000: loss: 23.537
training... 218300/300000: loss: 23.266
training... 218400/300000: loss: 24.682
training... 218500/300000: loss: 25.502
training... 218600/300000: loss: 22.449
training... 218700/300000: loss: 24.179
training... 218800/300000: loss: 24.546
training... 218900/300000: loss: 22.568
training... 219000/300000: loss: 25.581
training... 219100/300000: loss: 24.396
training... 219200/300000: loss: 27.922
training... 219300/300000: loss: 25.754
training... 219400/300000: loss: 22.729
training... 219500/300000: loss: 25.149
training... 219600/300000: loss: 23.991
training... 219700/300000: loss: 24.266
training... 219800/300000: loss: 25.352
training... 219900/300000: loss: 26.907
training... 220000/300000: loss: 24.261
training... 220100/300000: loss: 24.840
training... 220200/300000: loss: 23.595
training... 220300/300000: loss: 23.113
training... 220400/300000: loss: 26.880
training... 220500/300000: loss: 25.307
training... 220600/300000: loss: 22.686
training... 220700/300000: loss: 26.396
training... 220800/300000: loss: 25.621
training... 220900/300000: loss: 23.064
training... 221000/300000: loss: 26.851
training... 221100/300000: loss: 26.851
training... 221200/300000: loss: 25.291
training... 221300/300000: loss: 24.562
training... 221400/300000: loss: 25.439
training... 221500/300000: loss: 24.156
training... 221600/300000: loss: 25.221
training... 221700/300000: loss: 21.453
training... 221800/300000: loss: 26.660
training... 221900/300000: loss: 23.907
training... 222000/300000: loss: 22.829
training... 222100/300000: loss: 24.286
training... 222200/300000: loss: 26.906
training... 222300/300000: loss: 23.120
